,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
140,Libya,185.70833333333334,,,,,217.95833333333334,6.416666666666667,174.33333333333334,,,88.33333333333333,77.625,81.54166666666667,,,,,148.83333333333334,,,,,,,,108.04166666666667,,,,,,,,,,,,,110.25,,,102.04166666666667,105.375,46.708333333333336,199.04166666666666,111.04166666666667,,29.0,,161.91666666666666,176.45833333333334,170.91666666666666,32.833333333333336,27.958333333333332,32.625,,,,,,,,,,,226.04166666666666,,,,19.166666666666668,,,,,125.5,77.08333333333333,155.66666666666666,59.875
141,Liechtenstein,17.208333333333332,,,,,1.0,1.0,1.0,,,155.75,,,,,,,6.625,,,,,,,,108.04166666666667,3.5416666666666665,1.7083333333333333,49.458333333333336,2.6666666666666665,64.70833333333333,39.083333333333336,72.75,47.125,71.29166666666667,102.83333333333333,19.166666666666668,188.33333333333334,1.0,1.0,,,18.625,,,,,,,,,,,,,,,,,,,,,,,20.291666666666668,,,,7.375,,,,,45.041666666666664,213.41666666666666,27.916666666666668,260.5833333333333
142,Lithuania,63.083333333333336,,1.0,1.0,1.0,20.75,60.0,43.125,126.16666666666667,138.41666666666666,76.41666666666667,55.25,84.5,28.25,4.375,62.75,14.083333333333334,57.125,25.916666666666668,73.20833333333333,23.041666666666668,22.208333333333332,7.75,14.041666666666666,8.291666666666666,55.666666666666664,20.125,16.583333333333332,7.666666666666667,6.208333333333333,1.75,12.083333333333334,7.541666666666667,8.416666666666666,8.375,193.45833333333334,33.833333333333336,74.5,116.375,69.41666666666667,,1.0,111.33333333333333,1.0,91.08333333333333,59.208333333333336,90.41666666666667,,47.791666666666664,147.95833333333334,149.375,158.5,43.166666666666664,35.0,35.75,,,,,,,,80.08333333333333,188.75,146.25,165.125,,,,55.041666666666664,,1.0,7.0,,101.83333333333333,247.125,34.625,97.25
143,Low & middle income,,32.166666666666664,147.20833333333334,152.54166666666666,148.5,178.45833333333334,182.58333333333334,184.20833333333334,,83.45833333333333,,136.91666666666666,,,,,,,137.125,143.0,131.41666666666666,133.33333333333334,125.16666666666667,118.0,122.91666666666667,108.04166666666667,,,,,,,,,,73.58333333333333,127.25,123.70833333333333,189.95833333333334,105.25,,155.83333333333334,185.04166666666666,192.75,141.29166666666666,143.875,,,109.58333333333333,104.25,121.375,115.54166666666667,154.08333333333334,168.95833333333334,162.5,,,,,,,,,,,98.0,,,,165.5,,,,,150.20833333333334,137.29166666666666,149.91666666666666,175.625
144,Low income,,79.75,178.79166666666666,200.41666666666666,194.58333333333334,227.0,240.04166666666666,242.33333333333334,,60.833333333333336,,201.41666666666666,,,,,,,183.375,177.5,182.375,182.16666666666666,173.58333333333334,174.875,174.16666666666666,117.375,197.0,189.0,171.08333333333334,189.0,171.29166666666666,179.45833333333334,162.66666666666666,160.66666666666666,170.58333333333334,26.5,156.08333333333334,96.29166666666667,250.0,147.25,,182.375,237.125,228.04166666666666,145.58333333333334,221.0,,,149.95833333333334,176.08333333333334,167.0,175.20833333333334,214.29166666666666,214.625,215.25,,,,,,,,,,,,,,,234.83333333333334,,,,,244.625,54.625,242.625,228.91666666666666
145,Lower middle income,,45.708333333333336,154.33333333333334,164.125,161.54166666666666,183.41666666666666,192.16666666666666,190.70833333333334,,68.70833333333333,,171.375,,,,,,,146.04166666666666,153.16666666666666,143.0,143.08333333333334,145.0,143.04166666666666,144.70833333333334,115.08333333333333,198.0,190.0,145.41666666666666,190.0,149.70833333333334,158.54166666666666,132.5,134.125,141.25,,,123.91666666666667,191.95833333333334,112.95833333333333,26.625,177.83333333333334,199.375,209.0,195.08333333333334,186.875,,,108.91666666666667,165.79166666666666,153.95833333333334,150.41666666666666,178.0,193.04166666666666,184.16666666666666,,,,,,,,160.33333333333334,52.333333333333336,95.41666666666667,77.79166666666667,,,,173.45833333333334,27.0,,,,173.58333333333334,106.33333333333333,175.29166666666666,209.08333333333334
146,Luxembourg,10.041666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,117.25,129.625,72.83333333333333,1.5,67.75,,,,,8.375,,,,,,,,27.75,39.291666666666664,30.041666666666668,63.25,30.208333333333332,65.125,82.08333333333333,58.791666666666664,72.75,78.875,111.08333333333333,31.041666666666668,198.16666666666666,26.0,15.625,,,63.291666666666664,23.5,108.95833333333333,6.0,64.0,,31.5,108.83333333333333,128.29166666666666,128.66666666666666,23.125,12.083333333333334,15.083333333333334,,,,,,,,53.666666666666664,101.20833333333333,45.75,87.70833333333333,,,,20.125,,,,,52.75,213.875,44.166666666666664,28.166666666666668
147,"Macao SAR, China",55.333333333333336,,,,,1.0,1.0,1.0,97.625,76.20833333333333,106.45833333333333,,70.75,,,,,40.625,26.666666666666668,54.416666666666664,35.083333333333336,29.583333333333332,73.41666666666667,56.541666666666664,67.08333333333333,62.0,57.666666666666664,42.208333333333336,102.70833333333333,47.916666666666664,126.16666666666667,129.125,103.08333333333333,108.25,114.75,160.70833333333334,165.75,6.375,1.0,6.416666666666667,,,1.0,1.0,,,,,,124.95833333333333,88.45833333333333,110.375,12.083333333333334,15.375,12.666666666666666,,,,,,,,18.708333333333332,45.583333333333336,16.958333333333332,45.291666666666664,,,,5.541666666666667,,,,,6.375,159.33333333333334,15.291666666666666,1.0
148,Madagascar,136.91666666666666,97.91666666666667,214.58333333333334,226.125,225.0,249.45833333333334,241.16666666666666,247.58333333333334,21.166666666666668,15.541666666666666,139.08333333333334,220.75,129.75,,,,,132.20833333333334,166.5,133.54166666666666,180.29166666666666,172.45833333333334,138.70833333333334,158.29166666666666,145.91666666666666,239.33333333333334,159.95833333333334,149.54166666666666,136.66666666666666,163.45833333333334,156.91666666666666,136.25,154.41666666666666,161.45833333333334,167.125,28.0,184.75,187.5,254.54166666666666,155.08333333333334,,145.66666666666666,260.9166666666667,222.79166666666666,169.95833333333334,231.20833333333334,95.41666666666667,105.0,157.41666666666666,109.33333333333333,103.08333333333333,113.70833333333333,215.75,222.29166666666666,221.91666666666666,18.125,14.541666666666666,16.5,79.875,83.45833333333333,81.5,63.958333333333336,124.125,56.125,29.666666666666668,40.416666666666664,57.0,52.666666666666664,53.875,254.16666666666666,56.958333333333336,118.75,124.25,71.70833333333333,225.5,34.541666666666664,228.33333333333334,217.66666666666666
149,Malawi,136.875,101.375,216.20833333333334,213.29166666666666,220.125,249.45833333333334,254.20833333333334,258.5,55.291666666666664,124.29166666666667,134.79166666666666,223.70833333333334,,105.20833333333333,,90.04166666666667,79.75,115.75,163.5,90.08333333333333,182.75,172.16666666666666,162.375,161.58333333333334,161.29166666666666,185.25,46.208333333333336,84.70833333333333,20.375,110.16666666666667,54.583333333333336,12.083333333333334,136.54166666666666,121.16666666666667,136.04166666666666,47.291666666666664,159.33333333333334,96.29166666666667,221.41666666666666,157.95833333333334,11.541666666666666,82.08333333333333,236.33333333333334,170.58333333333334,123.25,222.20833333333334,62.583333333333336,88.0,150.75,188.41666666666666,202.08333333333334,202.54166666666666,163.875,164.125,168.375,61.75,65.45833333333333,67.41666666666667,36.25,32.541666666666664,30.583333333333332,83.70833333333333,86.58333333333333,24.208333333333332,55.666666666666664,28.708333333333332,46.5,35.875,41.208333333333336,256.0416666666667,57.25,114.54166666666667,128.25,70.0,255.04166666666666,87.91666666666667,254.29166666666666,259.3333333333333
150,Malaysia,77.54166666666667,,86.70833333333333,94.58333333333333,90.91666666666667,79.58333333333333,64.04166666666667,70.5,71.33333333333333,101.375,35.958333333333336,82.91666666666667,89.33333333333333,109.0,,98.375,53.291666666666664,95.79166666666667,,,,,,,,218.33333333333334,145.25,131.375,78.95833333333333,139.04166666666666,88.41666666666667,98.5,92.0,109.04166666666667,109.95833333333333,118.91666666666667,80.91666666666667,38.791666666666664,99.33333333333333,51.625,28.625,102.45833333333333,84.54166666666667,82.125,210.25,110.41666666666667,131.625,,7.541666666666667,134.54166666666666,96.875,100.5,82.83333333333333,72.08333333333333,75.20833333333333,,,,,,,,40.958333333333336,27.833333333333332,23.666666666666668,47.958333333333336,,,,41.083333333333336,,,,,81.41666666666667,112.75,129.375,83.33333333333333
151,Maldives,128.66666666666666,43.0,88.70833333333333,94.20833333333333,97.0,82.33333333333333,71.04166666666667,86.66666666666667,116.58333333333333,70.125,161.0,85.375,,80.70833333333333,,13.583333333333334,99.875,80.625,61.75,53.583333333333336,62.708333333333336,59.125,36.041666666666664,53.75,43.125,207.5,46.666666666666664,20.041666666666668,32.541666666666664,46.791666666666664,97.83333333333333,90.04166666666667,79.91666666666667,104.25,104.16666666666667,55.708333333333336,130.79166666666666,165.875,86.0,,2.9583333333333335,57.708333333333336,99.79166666666667,112.91666666666667,44.625,73.16666666666667,52.708333333333336,17.0,1.0,169.875,103.91666666666667,102.45833333333333,121.70833333333333,59.75,83.5,,,,,,,,130.375,96.04166666666667,129.16666666666666,84.04166666666667,,,,49.291666666666664,18.083333333333332,16.166666666666668,14.625,1.0,67.875,77.5,122.625,206.20833333333334
152,Mali,147.54166666666666,102.95833333333333,219.95833333333334,228.04166666666666,227.58333333333334,244.66666666666666,220.91666666666666,238.375,37.25,64.375,122.625,208.95833333333334,124.25,85.0,,80.16666666666667,90.58333333333333,148.33333333333334,199.16666666666666,195.91666666666666,198.58333333333334,199.0,197.70833333333334,197.20833333333334,197.70833333333334,108.04166666666667,183.08333333333334,175.54166666666666,182.375,172.70833333333334,181.375,190.0,175.58333333333334,174.5,184.04166666666666,71.08333333333333,51.041666666666664,126.70833333333333,213.5,,70.41666666666667,184.29166666666666,226.375,219.875,164.375,221.08333333333334,50.875,104.0,130.95833333333334,213.29166666666666,213.0,214.41666666666666,221.95833333333334,222.33333333333334,221.5,14.25,9.083333333333334,10.541666666666666,83.75,88.91666666666667,87.45833333333333,73.45833333333333,187.41666666666666,120.04166666666667,129.25,116.375,37.208333333333336,17.666666666666668,25.458333333333332,262.5,78.33333333333333,132.79166666666666,137.375,74.45833333333333,259.5,44.416666666666664,259.5833333333333,202.66666666666666
153,Malta,52.083333333333336,,1.0,1.0,1.0,1.0,1.0,1.0,129.41666666666666,94.625,114.95833333333333,,88.25,,,,,19.875,52.333333333333336,24.291666666666668,78.95833333333333,67.54166666666667,61.25,96.45833333333333,80.25,42.916666666666664,16.875,20.791666666666668,47.0,16.458333333333332,39.0,39.041666666666664,13.166666666666666,10.875,14.708333333333334,168.5,44.416666666666664,90.08333333333333,11.791666666666666,9.208333333333334,,1.0,16.791666666666668,40.041666666666664,45.958333333333336,34.833333333333336,41.25,,27.458333333333332,117.95833333333333,53.541666666666664,56.791666666666664,21.166666666666668,43.833333333333336,39.25,,,,,,,,22.291666666666668,101.79166666666667,32.25,97.79166666666667,,,,55.208333333333336,,,,,55.041666666666664,229.08333333333334,20.458333333333332,16.958333333333332
154,Marshall Islands,98.29166666666667,,205.25,159.91666666666666,153.45833333333334,142.5,190.5,154.41666666666666,152.875,48.041666666666664,187.16666666666666,,96.04166666666667,17.208333333333332,,14.083333333333334,15.083333333333334,28.125,76.20833333333333,35.5,82.66666666666667,78.5,34.083333333333336,46.666666666666664,36.666666666666664,65.58333333333333,31.708333333333332,28.625,111.95833333333333,32.666666666666664,140.25,110.66666666666667,69.75,79.08333333333333,51.125,46.541666666666664,57.0,158.91666666666666,170.83333333333334,,,152.70833333333334,137.54166666666666,141.0,5.791666666666667,78.70833333333333,61.791666666666664,,39.041666666666664,,,,,,,,,,,,,,76.5,115.66666666666667,68.375,169.91666666666666,,,,197.33333333333334,,82.16666666666667,88.08333333333333,,194.95833333333334,23.625,201.5,75.625
155,Mauritania,144.625,110.54166666666667,157.70833333333334,161.95833333333334,159.29166666666666,251.91666666666666,225.54166666666666,235.0,,,152.20833333333334,168.83333333333334,102.375,12.5,,2.9583333333333335,39.875,141.16666666666666,183.04166666666666,171.29166666666666,186.41666666666666,185.33333333333334,170.95833333333334,180.625,176.04166666666666,108.04166666666667,154.66666666666666,143.04166666666666,171.20833333333334,145.75,176.83333333333334,181.95833333333334,164.70833333333334,171.58333333333334,177.20833333333334,43.041666666666664,162.04166666666666,144.70833333333334,229.875,,37.625,157.54166666666666,220.375,198.375,210.54166666666666,195.41666666666666,81.79166666666667,97.0,131.58333333333334,119.70833333333333,97.33333333333333,95.70833333333333,175.875,159.45833333333334,165.25,22.0,14.916666666666666,18.875,76.0,83.08333333333333,79.125,53.833333333333336,186.20833333333334,183.625,156.45833333333334,178.20833333333334,52.25,49.625,48.541666666666664,212.54166666666666,53.041666666666664,131.45833333333334,117.25,35.958333333333336,236.58333333333334,67.95833333333333,236.16666666666666,168.29166666666666
156,Mauritius,71.54166666666667,57.625,73.58333333333333,81.16666666666667,76.41666666666667,87.04166666666667,106.29166666666667,92.70833333333333,81.875,66.25,122.70833333333333,73.45833333333333,90.79166666666667,32.125,14.333333333333334,9.583333333333334,68.66666666666667,47.791666666666664,94.04166666666667,23.458333333333332,100.125,95.45833333333333,103.25,94.75,99.91666666666667,73.45833333333333,44.0,26.916666666666668,30.708333333333332,40.25,52.75,59.041666666666664,77.125,93.95833333333333,93.83333333333333,155.54166666666666,18.125,189.5,41.083333333333336,,42.666666666666664,,88.875,55.541666666666664,164.375,99.04166666666667,48.916666666666664,,18.125,140.16666666666666,109.0,111.16666666666667,61.583333333333336,63.041666666666664,63.333333333333336,,,,,,,,94.79166666666667,93.04166666666667,112.04166666666667,140.95833333333334,,,,102.95833333333333,,,,,29.666666666666668,169.95833333333334,71.375,188.91666666666666
157,Mexico,135.33333333333334,13.416666666666666,121.20833333333333,112.0,110.25,103.29166666666667,118.66666666666667,96.0,40.583333333333336,191.25,12.208333333333334,70.41666666666667,137.375,43.916666666666664,12.333333333333334,30.083333333333332,39.791666666666664,150.58333333333334,82.5,62.916666666666664,76.33333333333333,76.91666666666667,74.33333333333333,81.75,77.25,19.708333333333332,110.04166666666667,,,,,16.708333333333332,75.66666666666667,79.125,90.125,95.29166666666667,114.70833333333333,109.20833333333333,99.375,127.41666666666667,,52.625,127.25,124.25,115.625,77.58333333333333,132.08333333333334,41.0,76.875,64.5,51.166666666666664,48.541666666666664,103.125,98.66666666666667,99.91666666666667,57.5,57.041666666666664,49.791666666666664,40.5,40.958333333333336,48.166666666666664,27.125,75.95833333333333,53.416666666666664,43.666666666666664,58.875,85.58333333333333,85.91666666666667,85.375,186.29166666666666,,69.04166666666667,69.08333333333333,,128.625,144.83333333333334,146.79166666666666,62.166666666666664
158,"Micronesia, Fed. Sts.",72.75,,191.0,191.79166666666666,194.54166666666666,188.70833333333334,202.08333333333334,197.875,155.75,97.29166666666667,165.45833333333334,128.25,,44.541666666666664,,17.0,58.625,29.875,,,,,,,,185.25,48.958333333333336,43.5,143.33333333333334,37.541666666666664,140.54166666666666,150.91666666666666,117.66666666666667,129.95833333333334,133.58333333333334,,,,156.125,,38.708333333333336,156.33333333333334,164.5,55.208333333333336,15.25,105.04166666666667,126.375,,105.54166666666667,,,,,,,,,,,,,,113.54166666666667,127.875,139.0,162.91666666666666,,,,134.45833333333334,,,,,176.70833333333334,73.83333333333333,183.41666666666666,247.125
159,Middle East & North Africa,,,87.83333333333333,87.75,87.08333333333333,147.625,134.41666666666666,144.95833333333334,,45.541666666666664,,92.08333333333333,,,,,,,134.875,147.375,121.95833333333333,128.33333333333334,134.25,125.70833333333333,131.29166666666666,107.875,,,,,,,,,,,,,149.66666666666666,83.83333333333333,,135.20833333333334,121.16666666666667,166.29166666666666,151.625,102.95833333333333,,,,107.16666666666667,45.541666666666664,30.875,102.16666666666667,92.54166666666667,95.5,,,,,,,,198.20833333333334,126.66666666666667,159.875,184.625,,,,130.75,,,,,149.45833333333334,88.70833333333333,161.66666666666666,112.0
160,Middle East & North Africa (IDA & IBRD countries),,,89.375,92.25,91.25,150.79166666666666,140.29166666666666,150.08333333333334,,,,131.375,,,,,,,139.875,151.375,127.79166666666667,133.875,140.29166666666666,134.29166666666666,138.95833333333334,108.04166666666667,,,,,,,,,,,,,156.5,,,145.58333333333334,130.25,173.91666666666666,135.95833333333334,135.45833333333334,,,,109.29166666666667,29.208333333333332,21.666666666666668,120.83333333333333,118.875,119.41666666666667,,,,,,,,199.75,133.875,185.25,197.20833333333334,,,,138.91666666666666,,,,,162.08333333333334,98.29166666666667,168.0,125.66666666666667
161,Middle East & North Africa (excluding high income),,45.583333333333336,89.375,92.25,91.25,149.79166666666666,138.70833333333334,149.0,,34.416666666666664,,131.79166666666666,,,,,,,138.5,150.125,126.54166666666667,132.25,138.91666666666666,132.91666666666666,137.41666666666666,108.04166666666667,,,,,,,,,,,,,155.16666666666666,,,143.875,129.04166666666666,172.33333333333334,135.95833333333334,135.45833333333334,,,,109.33333333333333,29.333333333333332,21.666666666666668,119.70833333333333,118.0,118.54166666666667,,,,,,,,201.0,138.20833333333334,186.70833333333334,198.875,,,,140.25,,,,,164.45833333333334,96.83333333333333,169.66666666666666,124.16666666666667
162,Middle income,,30.625,143.125,145.75,144.0,169.16666666666666,169.83333333333334,170.33333333333334,,91.29166666666667,,131.75,,,,,,,128.08333333333334,136.79166666666666,119.5,123.20833333333333,120.16666666666667,111.375,116.58333333333333,103.95833333333333,,,,,,,,,,,,120.20833333333333,175.41666666666666,,17.625,149.625,178.04166666666666,184.91666666666666,140.95833333333334,139.375,,,,97.41666666666667,116.08333333333333,109.75,150.41666666666666,164.41666666666666,158.625,,,,,,,,,,,101.41666666666667,,,,150.54166666666666,,,,,120.45833333333333,143.45833333333334,135.16666666666666,169.75
163,Moldova,146.91666666666666,92.54166666666667,91.5,86.625,95.54166666666667,69.125,72.16666666666667,70.125,114.875,148.66666666666666,122.45833333333333,146.04166666666666,98.66666666666667,23.541666666666668,,46.333333333333336,26.833333333333332,131.41666666666666,26.208333333333332,73.91666666666667,21.958333333333332,22.125,39.375,35.916666666666664,38.375,83.16666666666667,52.375,75.375,107.04166666666667,72.70833333333333,105.75,65.29166666666667,100.79166666666667,103.08333333333333,62.041666666666664,180.79166666666666,55.958333333333336,134.5,172.91666666666666,102.58333333333333,,41.958333333333336,157.625,57.291666666666664,53.666666666666664,143.79166666666666,34.458333333333336,19.0,30.166666666666668,218.5,226.16666666666666,227.04166666666666,141.04166666666666,152.125,147.0,88.29166666666667,87.79166666666667,90.41666666666667,6.166666666666667,7.708333333333333,5.791666666666667,69.20833333333333,58.708333333333336,24.416666666666668,30.791666666666668,45.416666666666664,7.458333333333333,15.166666666666666,12.791666666666666,107.29166666666667,,27.541666666666668,54.291666666666664,10.208333333333334,39.0,192.16666666666666,62.25,183.20833333333334
164,Monaco,17.458333333333332,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,22.125,,,,,,,,42.916666666666664,,,,,,,,,,195.75,55.25,211.79166666666666,1.0,1.0,,,1.0,,181.0,3.9166666666666665,,,,,,,,,,,,,,,,,118.875,107.66666666666667,72.83333333333333,76.54166666666667,,,,25.833333333333332,,,,,196.79166666666666,265.0,27.291666666666668,1.0
165,Mongolia,128.33333333333334,39.916666666666664,177.45833333333334,173.41666666666666,162.29166666666666,162.70833333333334,126.29166666666667,151.41666666666666,30.708333333333332,125.91666666666667,131.04166666666666,156.58333333333334,164.04166666666666,69.875,16.166666666666668,61.875,53.458333333333336,60.291666666666664,75.16666666666667,27.041666666666668,88.54166666666667,80.91666666666667,32.5,45.708333333333336,37.375,46.625,86.95833333333333,74.29166666666667,84.20833333333333,78.0,91.91666666666667,103.20833333333333,65.0,101.0,95.70833333333333,142.375,114.08333333333333,166.08333333333334,202.625,138.04166666666666,54.875,37.416666666666664,190.45833333333334,82.04166666666667,163.54166666666666,160.83333333333334,54.583333333333336,51.0,57.666666666666664,148.95833333333334,176.91666666666666,172.91666666666666,136.29166666666666,160.0,147.33333333333334,64.25,54.708333333333336,66.54166666666667,33.75,43.291666666666664,31.458333333333332,48.75,99.08333333333333,67.79166666666667,89.04166666666667,114.58333333333333,2.0833333333333335,1.0,1.0,86.25,,35.375,45.625,,108.75,55.75,149.66666666666666,101.33333333333333
166,Montenegro,101.125,68.125,132.0,150.66666666666666,134.66666666666666,91.83333333333333,73.33333333333333,82.70833333333333,,,,80.58333333333333,95.83333333333333,7.708333333333333,,9.125,10.958333333333334,95.75,58.416666666666664,105.54166666666667,50.666666666666664,56.708333333333336,43.333333333333336,24.791666666666668,36.625,108.04166666666667,36.25,39.25,86.25,26.666666666666668,52.583333333333336,73.41666666666667,69.625,44.916666666666664,70.625,,,,98.91666666666667,71.70833333333333,,73.79166666666667,88.33333333333333,79.83333333333333,47.416666666666664,69.04166666666667,145.54166666666666,22.0,42.708333333333336,61.458333333333336,95.04166666666667,90.04166666666667,52.666666666666664,63.5,57.625,,,,,,,,177.0,207.375,199.91666666666666,227.45833333333334,,,,51.291666666666664,,49.125,23.583333333333332,,82.83333333333333,211.16666666666666,70.25,105.83333333333333
167,Morocco,113.70833333333333,72.66666666666667,80.66666666666667,73.70833333333333,80.08333333333333,123.41666666666667,119.125,121.875,56.708333333333336,23.583333333333332,52.666666666666664,138.70833333333334,141.29166666666666,,,,,136.45833333333334,152.33333333333334,168.29166666666666,132.66666666666666,143.66666666666666,170.0,158.125,158.75,108.04166666666667,150.75,146.70833333333334,109.125,147.54166666666666,104.5,113.91666666666667,136.5,120.33333333333333,138.25,88.41666666666667,32.708333333333336,99.16666666666667,199.95833333333334,108.875,,160.625,153.83333333333334,178.75,147.58333333333334,148.70833333333334,68.41666666666667,49.0,85.95833333333333,191.04166666666666,151.91666666666666,147.875,156.625,143.58333333333334,147.83333333333334,,,3.375,,,94.625,14.333333333333334,191.875,183.79166666666666,202.625,180.875,,,,100.95833333333333,7.875,50.833333333333336,53.0,13.458333333333334,115.79166666666667,118.54166666666667,145.04166666666666,124.75
168,Mozambique,141.875,73.70833333333333,219.20833333333334,214.16666666666666,215.5,251.45833333333334,246.0,250.29166666666666,68.16666666666667,22.416666666666668,112.58333333333333,220.0,80.08333333333333,28.291666666666668,,,41.0,126.79166666666667,188.375,188.5,174.58333333333334,184.5,183.29166666666666,170.20833333333334,181.45833333333334,,161.5,161.25,131.41666666666666,148.83333333333334,95.0,120.66666666666667,165.625,157.83333333333334,171.54166666666666,20.208333333333332,129.58333333333334,172.04166666666666,255.70833333333334,,62.708333333333336,121.29166666666667,241.54166666666666,202.0,129.375,224.75,111.54166666666667,99.0,151.95833333333334,141.58333333333334,108.08333333333333,135.41666666666666,229.5,220.08333333333334,224.625,44.541666666666664,54.958333333333336,53.083333333333336,53.458333333333336,43.041666666666664,44.916666666666664,65.54166666666667,137.33333333333334,83.33333333333333,190.875,47.375,26.416666666666668,29.875,24.5,261.9583333333333,70.04166666666667,128.29166666666666,133.58333333333334,76.45833333333333,245.91666666666666,25.708333333333332,246.91666666666666,218.16666666666666
169,Myanmar,180.875,20.166666666666668,188.04166666666666,186.16666666666666,191.20833333333334,201.25,200.58333333333334,206.95833333333334,17.916666666666668,158.08333333333334,130.16666666666666,207.95833333333334,,52.541666666666664,,87.25,17.583333333333332,178.54166666666666,122.25,111.375,112.04166666666667,116.70833333333333,106.29166666666667,94.29166666666667,102.79166666666667,239.33333333333334,142.33333333333334,93.70833333333333,33.708333333333336,144.125,81.91666666666667,79.5,141.875,155.83333333333334,157.45833333333334,43.291666666666664,137.75,126.375,217.41666666666666,122.79166666666667,37.125,156.58333333333334,173.66666666666666,196.16666666666666,198.79166666666666,218.70833333333334,27.625,77.0,102.45833333333333,157.08333333333334,86.29166666666667,103.91666666666667,169.75,196.70833333333334,184.125,,,,,,,,25.583333333333332,8.333333333333334,11.375,6.875,,,,114.95833333333333,13.666666666666666,49.125,55.666666666666664,8.791666666666666,88.5,117.29166666666667,131.66666666666666,232.33333333333334
170,Namibia,71.375,,166.66666666666666,152.41666666666666,159.33333333333334,214.33333333333334,225.0,216.70833333333334,91.58333333333333,23.291666666666668,100.33333333333333,111.375,81.20833333333333,89.45833333333333,,36.958333333333336,99.20833333333333,66.91666666666667,115.625,9.25,131.375,119.25,102.75,117.95833333333333,107.66666666666667,207.5,78.29166666666667,65.54166666666667,60.958333333333336,65.95833333333333,67.83333333333333,76.70833333333333,61.0,77.625,75.33333333333333,98.125,178.79166666666666,88.5,195.08333333333334,,,86.54166666666667,223.91666666666666,163.16666666666666,33.583333333333336,92.83333333333333,140.95833333333334,79.0,115.33333333333333,17.125,42.833333333333336,36.791666666666664,121.45833333333333,84.29166666666667,103.5,,,,,,,,136.04166666666666,194.08333333333334,190.91666666666666,228.83333333333334,,,,194.83333333333334,36.166666666666664,51.791666666666664,33.208333333333336,40.875,197.375,60.958333333333336,198.33333333333334,183.29166666666666
